Tid,Label,tweet
1659352,1,RT @MichalaSmith4: shout out to the faggots who took a million and one selfies on my phone. &#128530;&#128514;&#10084;&#65039; @zzachbarness @michealallen72 http://t.co/&#8230;
1659353,2,RT @MicheleBachmann: Charlie Rangel should apologize to tea party members. I'll set up meetings so he can explain his outrageous comments. &#8230;
1659354,1,RT @Michelle_OKC: Got 99 cookies because a bitch ate one.
1659355,1,RT @MickeyChristmas: Time to go to the studio and make really good music so I can act like I don't know the bitches that flexed on me since&#8230;
1659356,1,RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP
1659357,1,RT @MidniteBoss: @fourzerotwo fix the fucking snipers you retarded piece of shit. Fucking overpowered as fuck. They aim down faster then ...
1659358,0,"RT @MidniteBoss: If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer."
1659359,1,RT @MidniteBoss: zrgrizz should stop paling video games at the age of 40. Fucking stop playing like pussies.
1659360,1,RT @Mids_areForkids: If a nigga talkin shit about me an you around sittin there quiet yous a fuckin bitch an I don't fucks with you real wr&#8230;
1659361,1,RT @Midwestmiles: This hoe ass ref got hit and fined the fighters
1659362,1,RT @MikeDevrnja: &#8220;@SavannaaSanford: sucha hoe&#8221; @GAYD69
1659363,1,"RT @MikeDiggEm: ""@BadGalTitii: When I see a girl wit her nigga, I be like bitch bet I can snatch from you but I ain't even gone do it. Lol""&#8230;"
1659364,1,"RT @MikeDiggEm: ""@Eaaaazzzz: On mammas ig aint ready for ma #wcw's .. I got sum bad bitches up ma sleeve boi lol"" Magician ass nigga lmao"
1659365,1,"RT @MikeDiggEm: ""@_2kkz: She threw me that pussy bt i neva caught it"" gay"
1659366,1,RT @MikeDiggEm: @TreyzUpZay @JamesyNBA @DattBoiIraq @_2kkz @_KudaBrazyy @thatboysmurf I fuck with all yaw. Yaw all my nigs
1659367,1,RT @MikeDiggEm: I googled her number and found she was a hoe
1659368,1,"RT @MikeDiggEm: I hate when bitches say ""That ain't cute"" lol did I say I was trynna be cute"
1659369,1,RT @MikeDiggEm: Only ugly girls can fight. Pretty bitches have no hands lol
1659370,1,RT @MikeDiggEm: Yo niggas would fuck with you broke or not if they really yo niggas. You a bitch if you only fuck with yo niggs when they g&#8230;
1659371,1,RT @MikeHeadlyy: I haven't had sex in forever ... A bitch could send me a &#128536; emoji and I'd catch my nut
1659372,2,RT @MikeTInnes: @AaronWorthing @corrcomm @Icampintense @CarolCNN @CNN So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
1659373,1,RT @Mike_Hall32: Schools a bitch
1659374,1,RT @Mike_daniels_YG: My last bitch was 18...bitch came in da trap tryna Vine da Dope fuh likes...her funeral was 3 days after dat
1659375,1,"RT @MikeyBlackheart: ""I never talk to anybody!""

*has dinner with family*

""I hate everyone!""

*defends 45 people when I call them cunts*"
1659376,1,RT @MikeyGotSteeze: Fvck friends &amp; fvck hoes
1659377,1,RT @Mikey_D15: This Sam guy is a fucking pussy.
1659378,2,"RT @Mikey_Hands: Yankees offseason plan: Sign Sandoval, move A-Rod to first base, shoot Teixeira and throw his corpse in the East River. #Y&#8230;"
1659379,1,RT @MilesM_05: How ghetto girls start their fights &#128514; https://t.co/WyKh16PLek
1659380,1,RT @Milesss_: If u say #blessed u r hashtag lying and r probably unhappy w/ ur life fake bitches lolz&#128514;
1659381,1,"RT @Milesss_: like if you're a bitch, own it and be a bitch. But just cuz you got some flower emojis in some tweets doesn't mean you're som&#8230;"
1659382,1,RT @MileyCyrus: i know what color my skin is. you can stop with the friendly reminders bitch.
1659383,1,"RT @MillerThaGod: When Kendrick Lamar said ""I call a bitch a bitch, a hoe a hoe, a woman a woman."" I knew he was onto something. He was pre&#8230;"
1659384,1,"RT @MindCertified: If you're a hoe, don't expect princess treatment..."
1659385,2,"RT @MindOnSuccess_: My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;"
1659386,1,RT @MiraGotTheJUICE: Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; http://t.co/7PzRbWX0NU
1659387,2,RT @MirrorWeirdNews: Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend http://t.co/cwc0b0Z9PB http&#8230;
1659388,1,RT @MissKeiParker: @WeekndJammin sheeeeeit you tell me! I wana fat bitch that smell like bologna &#128525;&#128553;
1659389,1,RT @MissUndersto_Od FELLAS TAKE NOTE RT @NaughtyTurnOns: Eating pussy keeps your lips soft. (;
1659390,1,RT @MissUnfoolish: I don't fuck wit fake hoes all I touch is J-Los
1659391,1,RT @MissVoshay: &#8220;@VaIentinesCards: http://t.co/y75Aw0Olm3&#8221; ooooo give this one to the hot pocket hoe #AAMU
1659392,2,"RT @MissZindzi: But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??"
1659393,1,"RT @Miss_EmilyAnne: Good pussy&#128049;&#128166;
Is like a drug&#128138;&#128553;&#128079;"
1659394,1,RT @Miss_Jamieeee: &#8220;@iDocLyfe: The Power Thrust http://t.co/HXmlH6QXqb&#8221;he really in that hoe omg &#128514;&#128514;&#128527;
1659395,1,RT @Miss_Missouri11: Insecurities are such a bitch.
1659396,1,"RT @MisterrRager: &#8220;@ViriDoesItt: I already know you trash if being tatted is on the list of things you want in a nigga..&#8221;

Off top."
1659397,1,RT @MitchVorce: Bastino is my niggah&#128661;
1659398,1,"RT @Mitchell_Rosee: It's annoying when ppl follow to unfollow.. Like bitch ""I"" was trying to be considerate &#128530;"
1659399,0,"RT @Mitchellharri: Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole"
1659400,1,RT @Mix_Mommie: Wyd hoe bucket&#8220;@TheKaosYatti: @Mix_Mommie heyyy&#8221;
1659401,2,"RT @MizzCreme: Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&#8230;"
1659402,1,RT @Mmadifresh: Still wishin all of my old hoes the best
1659403,1,"RT @MoDroJoJo: ""@basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/dTtZPLIpkm"" LMA&#8230;"
1659404,1,RT @MoJizel: make sure her titties out RT @_CDiddy: Bouta take a pic of her laying on me like the side bitches do
1659405,2,RT @MobJoe: Word. And it don't make u a hoe RT @100granHman: It's okay to have sex on first date long as the feeling is mutual
1659406,1,"RT @MobileSuitKwamz: Just swing ""@MUHFUGGINJKELLS: ""That's why I fucked yo bitch."" I mean...what can you say back to that?"""
1659407,2,"RT @Mobute: Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http://t.co/&#8230;"
1659408,1,RT @MoccaBitchx3: I text bitches at 11:12 ..... Make they wish come true ;)
1659409,0,RT @Moisessp14: Look at u now u pregnant stupid bitch lol
1659410,1,RT @MoneyBABY_Rich: So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;
1659411,1,"RT @MoneyHG: I gota hand fulla brothers 
Trek gang bitch we hustle"
1659412,1,RT @MoneyHG: I love pussy
1659413,1,RT @MoneyMakers_Ent: Bitch you're retarded RT @TheVinnette: Men that cook should wear panties too&#8221;
1659414,1,RT @Moniqve_: hoes be mad at you cause your nigga wanted you over her &#128564;
1659415,1,"RT @MonroeDOLL_: Who got time to be ""having dem hoes""!? That's aint wassup no more"
1659416,1,"RT @MonseeHuerta: I envy bitches with long, full eyelashes &#128532;"
1659417,2,"RT @MontagKeys: Jeff Fisher saved by the refs. That was karma, but the zebras messed with it."
1659418,1,RT @Montrell_: Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;
1659419,1,RT @MooreHnter: How to get bitches http://t.co/yUOqmgHvbf
1659420,1,RT @MosoKnowso: RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...
1659421,1,RT @MostDope6995: That shit could break you down if you lose a good girl I guess you need a bad bitch to come around and make it up
1659422,2,RT @MostSecretFacts: Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this.
1659423,1,RT @MotherOfBraylon: &#8220;@1inkkofrosess: @MotherOfBraylon you already know they go to fed for me ah bitch be ready to walk out the door &#128514;&#128514;&#9996;&#65039;&#8221;&#128514;&#8230;
1659424,1,"RT @Mr1738: ""I didn't sell my
pussy for $65.....it was $80!!!"" http://t.co/sHPh98KzOY"
1659425,1,RT @Mr1738: RT @ItsJustThai: All that weave turning you bitches into horses http://t.co/3OzXUd8YTD
1659426,1,"RT @MrBrenBren: ""@1waynostra: These bitches crazzzyyyyyy"" maaannnnn"
1659427,2,"RT @MrCouture: I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;"
1659428,1,"RT @MrFourTwentyy: Everybody fckn everybody bitch &amp; everybody with the shit, that's life"
1659429,1,RT @MrFourTwentyy: Now when a bitch try to suck the strap that's when she getting kicked out
1659430,1,"RT @MrFrankOcean__: Kim K a hoe, because she fucked 4 dudes we see on TV? Some of you hoes have fucked 40 dudes that don't even got a TV ..."
1659431,1,RT @MrHeadLock101 Either bitches fake gay or fake happy
1659432,0,RT @MrHoratioSanz: Vin Scully once called me a camel jockey. #liesaboutvinscully
1659433,1,RT @MrLuckyToYou: Eat that pussy from the back and slide two fingers in...
1659434,1,"RT @MrLuckyToYou: If that pussy good, umma moan when um eating it."
1659435,1,"RT @MrNBAallday: Kobe calls Dwight Howard a ""bitch ass nigga"" &#128514;&#128514;

https://t.co/9l5E8kKW7D"
1659436,1,"RT @MrNationWide: fake eyelashes are okay if they look natural, but some of you bitches look like you gonna take flight if you blink too fa&#8230;"
1659437,1,RT @MrPOONsoaker: Foh RT @Thotcho: @MrPOONsoaker lmao 6&#8242;0 but I&#8217;m hella skinny so bitches don&#8217;t like me
1659438,1,RT @MrPerfect_22: Most of these niggas go broke for these hoes !!
1659439,1,RT @MrRichieRich_: Check ya bitch
1659440,1,RT @MrRideThruThaD: Let me tell u funky bitches bout a pimp name c. I ain't payin for no pussy and my dick ain't free
1659441,1,"RT @MrRigginss: my ""bitch stfu"" game strong asf '"
1659442,2,RT @MrStories: I can't wait to see the new planet of the apes.
1659443,1,RT @Mr_Dam0n: Denial is a bitch #youresilly
1659444,1,"RT @Mr_JSmart24: I just dont see the point in permanently ruining the chance of hitting the pussy again just for laughs, giggles, and RTs"
1659445,1,RT @Mr_JSmart24: Its always the singles hoes who claim they aint talking or fucking nobody who mysteriously pop up pregnant
1659446,1,RT @Mr_JSmart24: Man I would be happy as a fat bitch in Chipotle if Atlanta get Clowney&#8230;but its gone cost to go get him and I'll be happy w&#8230;
1659447,1,RT @Mr_JSmart24: So damn sick of that damn lie smfh&#8230;Skinny girls look like iphones when they jeans come off bitch stop lying!!
1659448,1,RT @Mr_JSmart24: Twitter was fye when niggas used to go in on Trending Topics&#8230;now its just recycled tweets and hoes screaming they want loy&#8230;
1659449,2,"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb"
1659450,1,RT @Mr_buckets5: Lol Rahshauna has hoes
1659451,1,RT @Mryungone: &#8220;@viaNAWF I got some lightskin pussy one time and the bitch damn near had me bout to propose.&#8221; had some I had to immediately&#8230;
1659452,0,"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is."
1659453,1,RT @MsAprylJ: Waka gone kill dat hoe lol
1659454,1,RT @MsJoseline: If you going to fuck on camera at least be a freak not a boring 45 year ol lady. What they got this hoe under. Granny porn?
1659455,1,RT @MsKeShera_: these bitches be sending shots but be missing me ian been @'d yet you cant be dissing me!
1659456,2,"RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x"
1659457,1,RT @MsKeeKee90s: Throw it up! Like a pizza! Get stirring in that pussy like a feature &#128514;&#128514;&#128514; @t_ndyy @PamiiBabesh
1659458,1,"RT @MsRock4Ever: bitch mcconnell has been a 30-year parasite and we can not afford him any longer. @VoteBlue, Vote @AlisonForKY"
1659459,1,RT @Ms_Lynnn_: All the money in the world couldn't get you a real bitch. #priceless
1659460,1,RT @Ms_SadaClay: Hate when bitches be havin that big gap in they boobs &#128553;&#128514; shit look ooberly childish &#128514;
1659461,1,"RT @Ms_SadaClay: No thanx, I'm on a diet RT&#8220;@viaNAWF: &#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;&#8221;"
1659462,1,RT @Mshomicide_: i got hoes i got hella hoes&#128520;&#128111;&#128514;
1659463,1,"RT @MtuPombe: Hahahaha RT @bniceloco: When her pussy better than you expected it to be http://t.co/8rFdwxCZ3g"""
1659464,1,RT @MurderHigashi: I cannot be worried 'bout no bitch.
1659465,1,RT @MurderSHE_smoke: &#128514;&#128514;&#128514;&#128514; RT &#8220;@c4leigh: How ghetto girls pronounce there names... I could cry right now oh my god https://t.co/ZycuodIWKz&#8221;
1659466,1,RT @Murica_FuckYea: City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts https://t.co/VVIT8HP40t
1659467,1,RT @MvckFadden: Treat good girls like a queen and treat hoes like garbage
1659468,1,RT @MyDadAtTheStore: If my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like
1659469,1,RT @MyDickIsCalled: My dick is called Abusive Cat Owner because it always beats the pussy up.
1659470,1,RT @MyDickIsCalled: My dick is called Batman because bitches love it when my Dark Knight rises.
1659471,1,RT @MyDickIsCalled: My dick is called Cute Relationship because it's what all bitches really want.
1659472,1,RT @MyDickIsCalled: My dick is called Eggo because bitches never wanna leggo my Eggo.
1659473,1,RT @MyDickIsCalled: My dick is called Eggo because bitches never want to leggo my Eggo.
1659474,1,RT @MyDickIsCalled: My dick is called Taco Bell because bitches love it in their mouths but hate it in their ass.
1659475,1,RT @MyDickNeedsCPR: What lonely hoe made this? http://t.co/eEFThf0tvb
1659476,1,RT @MyDicklsCaIled: My dick is called Nintendo Cartridge because bitches blow it before they stick it in.
1659477,1,RT @MyDicklsCaIled: My dick is called Offensive Joke because some bitches get hurt when it goes too far.
1659478,1,RT @MyFriendsRap: After ya girl walks in ya crib and has hoes for ya niggas. http://t.co/lE1r8tiwD1
1659479,0,RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;
1659480,1,"RT @MyGirlCanNOT: Bitches be 14, 15 acting 21&#128129;&#128129;
Throwing the pussy like they 32&#128105;
Turning up &#128070; like they 25 &#128111;&#128111;
But can't pass algebra 1?&#128557;&#128514;&#128128;&#9995;"
1659481,1,RT @MyJim_AintSlim: Chris Brown reached maximum level of Icy with this hoe. http://t.co/SAhGE1wGaS
1659482,1,RT @MyNameIsArii_: boats and hoes.
1659483,1,RT @MyNiggaKushy: &#8220;@1017_Sqquad: @MyNiggaKushy it's a sleepover? Can I come robe?&#8221; Only if that bitch silk... &#128541;
1659484,2,"RT @MySportsLegion: Nick Young says that close to $100,000 worth of money, watches sneakers and clothes were stolen from his house last nig&#8230;"
1659485,1,"RT @MyThoughts_0: Shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says ""0 inbox, ..."
1659486,1,RT @My_Bird_Tweets: &#8220;@AdrienBroner: Two bad bitches giving me head at the same dam time...... #oldPICS LOL http://t.co/txxidDOHd2&#8221;&#128514;&#128514;&#128514;&#128514;&#128514; aww&#8230;
